precinct,office,party_detailed,party_simplified,mode,votes,county_name,county_fips,jurisdiction_name,jurisdiction_fips,candidate,district,magnitude,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic,date,readme_check
NEWBURY,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,20,MERRIMACK,33013,NEWBURY,3301350900,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NEWBURY,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,543,MERRIMACK,33013,NEWBURY,3301350900,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NEWPORT,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,947,SULLIVAN,33019,NEWPORT,3301952580,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NEWPORT,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,65,SULLIVAN,33019,NEWPORT,3301952580,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NEWPORT,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1051,SULLIVAN,33019,NEWPORT,3301952580,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NEWPORT,US HOUSE,,OTHER,TOTAL,1,SULLIVAN,33019,NEWPORT,3301952580,WRITEIN,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
NORTHFIELD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,793,MERRIMACK,33013,NORTHFIELD,3301354260,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NORTHFIELD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,60,MERRIMACK,33013,NORTHFIELD,3301354260,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NORTHFIELD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,851,MERRIMACK,33013,NORTHFIELD,3301354260,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NORTHUMBERLAND,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,343,COOS,33007,NORTHUMBERLAND,3300756100,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NORTHUMBERLAND,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,12,COOS,33007,NORTHUMBERLAND,3300756100,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NORTHUMBERLAND,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,325,COOS,33007,NORTHUMBERLAND,3300756100,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NORTHWOOD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,965,ROCKINGHAM,33015,NORTHWOOD,3301556820,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NORTHWOOD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,50,ROCKINGHAM,33015,NORTHWOOD,3301556820,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
NORTHWOOD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,990,ROCKINGHAM,33015,NORTHWOOD,3301556820,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ODELL,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,0,COOS,33007,ODELL TOW,3300757860,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ODELL,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,0,COOS,33007,ODELL TOW,3300757860,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ODELL,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,0,COOS,33007,ODELL TOW,3300757860,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ORANGE,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,74,GRAFTON,33009,ORANGE,3300958340,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ORANGE,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,2,GRAFTON,33009,ORANGE,3300958340,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ORANGE,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,64,GRAFTON,33009,ORANGE,3300958340,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ORFORD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,392,GRAFTON,33009,ORFORD,3300958500,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ORFORD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,9,GRAFTON,33009,ORFORD,3300958500,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ORFORD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,190,GRAFTON,33009,ORFORD,3300958500,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ORFORD,US HOUSE,,OTHER,TOTAL,1,GRAFTON,33009,ORFORD,3300958500,WRITEIN,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
PELHAM,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,2242,HILLSBOROUGH,33011,PELHAM,3301159940,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PELHAM,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,132,HILLSBOROUGH,33011,PELHAM,3301159940,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PELHAM,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,3138,HILLSBOROUGH,33011,PELHAM,3301159940,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PELHAM,US HOUSE,,OTHER,TOTAL,1,HILLSBOROUGH,33011,PELHAM,3301159940,WRITEIN,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
PEMBROKE,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1587,MERRIMACK,33013,PEMBROKE,3301360020,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PEMBROKE,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,55,MERRIMACK,33013,PEMBROKE,3301360020,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PEMBROKE,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1273,MERRIMACK,33013,PEMBROKE,3301360020,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PEMBROKE,US HOUSE,,OTHER,TOTAL,5,MERRIMACK,33013,PEMBROKE,3301360020,WRITEIN,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
PETERBOROUGH,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,2365,HILLSBOROUGH,33011,PETERBOROUGH,3301160580,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PETERBOROUGH,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,69,HILLSBOROUGH,33011,PETERBOROUGH,3301160580,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PETERBOROUGH,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,962,HILLSBOROUGH,33011,PETERBOROUGH,3301160580,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PETERBOROUGH,US HOUSE,,OTHER,TOTAL,6,HILLSBOROUGH,33011,PETERBOROUGH,3301160580,WRITEIN,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
PIERMONT,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,178,GRAFTON,33009,PIERMONT,3300961060,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PIERMONT,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,9,GRAFTON,33009,PIERMONT,3300961060,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PIERMONT,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,147,GRAFTON,33009,PIERMONT,3300961060,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PINKHAMS GRANT,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,0,COOS,33007,PINKHAMS GRANT,3300761620,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PINKHAMS GRANT,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,0,COOS,33007,PINKHAMS GRANT,3300761620,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PINKHAMS GRANT,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,0,COOS,33007,PINKHAMS GRANT,3300761620,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PITTSBURG,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,116,COOS,33007,PITTSBURG,3300761780,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PITTSBURG,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,7,COOS,33007,PITTSBURG,3300761780,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PITTSBURG,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,253,COOS,33007,PITTSBURG,3300761780,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PITTSFIELD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,598,MERRIMACK,33013,PITTSFIELD,3301361940,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PITTSFIELD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,43,MERRIMACK,33013,PITTSFIELD,3301361940,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PITTSFIELD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,759,MERRIMACK,33013,PITTSFIELD,3301361940,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PLAINFIELD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,826,SULLIVAN,33019,PLAINFIELD,3301962340,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PLAINFIELD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,19,SULLIVAN,33019,PLAINFIELD,3301962340,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PLAINFIELD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,384,SULLIVAN,33019,PLAINFIELD,3301962340,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PLYMOUTH,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1782,GRAFTON,33009,PLYMOUTH,3300962660,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PLYMOUTH,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,85,GRAFTON,33009,PLYMOUTH,3300962660,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PLYMOUTH,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,688,GRAFTON,33009,PLYMOUTH,3300962660,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
PLYMOUTH,US HOUSE,,OTHER,TOTAL,2,GRAFTON,33009,PLYMOUTH,3300962660,WRITEIN,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
RANDOLPH,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,170,COOS,33007,RANDOLPH,3300763860,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RANDOLPH,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,5,COOS,33007,RANDOLPH,3300763860,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RANDOLPH,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,50,COOS,33007,RANDOLPH,3300763860,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RICHMOND,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,222,CHESHIRE,33005,RICHMOND,3300564420,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RICHMOND,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,13,CHESHIRE,33005,RICHMOND,3300564420,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RICHMOND,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,284,CHESHIRE,33005,RICHMOND,3300564420,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RINDGE,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1044,CHESHIRE,33005,RINDGE,3300564580,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RINDGE,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,67,CHESHIRE,33005,RINDGE,3300564580,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RINDGE,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1421,CHESHIRE,33005,RINDGE,3300564580,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ROXBURY,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,74,CHESHIRE,33005,ROXBURY,3300565700,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ROXBURY,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,2,CHESHIRE,33005,ROXBURY,3300565700,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ROXBURY,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,30,CHESHIRE,33005,ROXBURY,3300565700,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RUMNEY,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,337,GRAFTON,33009,RUMNEY,3300965940,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RUMNEY,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,13,GRAFTON,33009,RUMNEY,3300965940,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RUMNEY,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,369,GRAFTON,33009,RUMNEY,3300965940,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
RUMNEY,US HOUSE,,OTHER,TOTAL,1,GRAFTON,33009,RUMNEY,3300965940,WRITEIN,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
SALEM,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,4963,ROCKINGHAM,33015,SALEM,3301566660,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SALEM,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,257,ROCKINGHAM,33015,SALEM,3301566660,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SALEM,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,6098,ROCKINGHAM,33015,SALEM,3301566660,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SALEM,US HOUSE,,OTHER,TOTAL,4,ROCKINGHAM,33015,SALEM,3301566660,WRITEIN,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
SALISBURY,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,282,MERRIMACK,33013,SALISBURY,3301366980,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SALISBURY,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,20,MERRIMACK,33013,SALISBURY,3301366980,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SALISBURY,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,340,MERRIMACK,33013,SALISBURY,3301366980,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SECOND COLLEGE GRANT,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,0,COOS,33007,SECOND COLLEGE GRANT,3300768500,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SECOND COLLEGE GRANT,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,0,COOS,33007,SECOND COLLEGE GRANT,3300768500,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SECOND COLLEGE GRANT,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,0,COOS,33007,SECOND COLLEGE GRANT,3300768500,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SHARON,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,136,HILLSBOROUGH,33011,SHARON,3301168820,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SHARON,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,2,HILLSBOROUGH,33011,SHARON,3301168820,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SHARON,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,86,HILLSBOROUGH,33011,SHARON,3301168820,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SHELBURNE,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,111,COOS,33007,SHELBURNE,3300768980,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SHELBURNE,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,3,COOS,33007,SHELBURNE,3300768980,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SHELBURNE,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,95,COOS,33007,SHELBURNE,3300768980,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SPRINGFIELD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,325,SULLIVAN,33019,SPRINGFIELD,3301972740,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SPRINGFIELD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,11,SULLIVAN,33019,SPRINGFIELD,3301972740,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
SPRINGFIELD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,334,SULLIVAN,33019,SPRINGFIELD,3301972740,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STARK,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,96,COOS,33007,STARK,3300773060,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STARK,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,3,COOS,33007,STARK,3300773060,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STARK,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,124,COOS,33007,STARK,3300773060,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STEWARTSTOWN,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,98,COOS,33007,STEWARTSTOWN,3300773380,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STEWARTSTOWN,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,4,COOS,33007,STEWARTSTOWN,3300773380,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STEWARTSTOWN,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,143,COOS,33007,STEWARTSTOWN,3300773380,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STODDARD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,309,CHESHIRE,33005,STODDARD,3300573700,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STODDARD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,20,CHESHIRE,33005,STODDARD,3300573700,JUSTIN O'DONNELL,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STODDARD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,285,CHESHIRE,33005,STODDARD,3300573700,STEVEN NEGRON,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
STRATFORD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,123,COOS,33007,STRATFORD,3300774180,ANNIE KUSTER,2,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
