precinct,office,party_detailed,party_simplified,mode,votes,county_name,county_fips,jurisdiction_name,jurisdiction_fips,candidate,district,magnitude,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic,date,readme_check
ALBANY,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,201,CARROLL,33003,ALBANY,3300300420,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ALBANY,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,3,CARROLL,33003,ALBANY,3300300420,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ALBANY,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,126,CARROLL,33003,ALBANY,3300300420,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ALTON,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,976,BELKNAP,33001,ALTON,3300101060,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ALTON,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,26,BELKNAP,33001,ALTON,3300101060,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
ALTON,US HOUSE,,OTHER,TOTAL,1,BELKNAP,33001,ALTON,3300101060,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
ALTON,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1699,BELKNAP,33001,ALTON,3300101060,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
AUBURN,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1205,ROCKINGHAM,33015,AUBURN,3301502820,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
AUBURN,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,35,ROCKINGHAM,33015,AUBURN,3301502820,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
AUBURN,US HOUSE,,OTHER,TOTAL,1,ROCKINGHAM,33015,AUBURN,3301502820,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
AUBURN,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1618,ROCKINGHAM,33015,AUBURN,3301502820,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARNSTEAD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,832,BELKNAP,33001,BARNSTEAD,3300103220,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARNSTEAD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,48,BELKNAP,33001,BARNSTEAD,3300103220,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARNSTEAD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1100,BELKNAP,33001,BARNSTEAD,3300103220,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARRINGTON,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,2266,STRAFFORD,33017,BARRINGTON,3301703460,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARRINGTON,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,79,STRAFFORD,33017,BARRINGTON,3301703460,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARRINGTON,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1977,STRAFFORD,33017,BARRINGTON,3301703460,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARTLETT,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1046,CARROLL,33003,BARTLETT,3300303700,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARTLETT,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,17,CARROLL,33003,BARTLETT,3300303700,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BARTLETT,US HOUSE,,OTHER,TOTAL,1,CARROLL,33003,BARTLETT,3300303700,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
BARTLETT,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,638,CARROLL,33003,BARTLETT,3300303700,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BEDFORD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,5462,HILLSBOROUGH,33011,BEDFORD,3301104500,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BEDFORD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,83,HILLSBOROUGH,33011,BEDFORD,3301104500,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BEDFORD,US HOUSE,,OTHER,TOTAL,7,HILLSBOROUGH,33011,BEDFORD,3301104500,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
BEDFORD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,5390,HILLSBOROUGH,33011,BEDFORD,3301104500,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BELMONT,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1156,BELKNAP,33001,BELMONT,3300104740,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BELMONT,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,38,BELKNAP,33001,BELMONT,3300104740,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BELMONT,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1497,BELKNAP,33001,BELMONT,3300104740,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BRENTWOOD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1055,ROCKINGHAM,33015,BRENTWOOD,3301507220,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BRENTWOOD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,35,ROCKINGHAM,33015,BRENTWOOD,3301507220,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BRENTWOOD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1036,ROCKINGHAM,33015,BRENTWOOD,3301507220,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BROOKFIELD,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,164,CARROLL,33003,BROOKFIELD,3300307940,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BROOKFIELD,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,11,CARROLL,33003,BROOKFIELD,3300307940,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
BROOKFIELD,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,215,CARROLL,33003,BROOKFIELD,3300307940,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CAMPTON,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,848,GRAFTON,33009,CAMPTON,3300908660,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CAMPTON,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,33,GRAFTON,33009,CAMPTON,3300908660,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CAMPTON,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,679,GRAFTON,33009,CAMPTON,3300908660,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CANDIA,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,815,ROCKINGHAM,33015,CANDIA,3301509300,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CANDIA,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,23,ROCKINGHAM,33015,CANDIA,3301509300,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CANDIA,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1199,ROCKINGHAM,33015,CANDIA,3301509300,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CHATHAM,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,73,CARROLL,33003,CHATHAM,3300311780,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CHATHAM,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,2,CARROLL,33003,CHATHAM,3300311780,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CHATHAM,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,86,CARROLL,33003,CHATHAM,3300311780,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CHESTER,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1015,ROCKINGHAM,33015,CHESTER,3301512100,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CHESTER,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,27,ROCKINGHAM,33015,CHESTER,3301512100,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CHESTER,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1331,ROCKINGHAM,33015,CHESTER,3301512100,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CONWAY,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,2433,CARROLL,33003,CONWAY,3300314660,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CONWAY,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,52,CARROLL,33003,CONWAY,3300314660,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
CONWAY,US HOUSE,,OTHER,TOTAL,2,CARROLL,33003,CONWAY,3300314660,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
CONWAY,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1537,CARROLL,33003,CONWAY,3300314660,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DANVILLE,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,777,ROCKINGHAM,33015,DANVILLE,3301517140,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DANVILLE,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,29,ROCKINGHAM,33015,DANVILLE,3301517140,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DANVILLE,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1035,ROCKINGHAM,33015,DANVILLE,3301517140,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DERRY,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,5507,ROCKINGHAM,33015,DERRY,3301517940,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DERRY,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,181,ROCKINGHAM,33015,DERRY,3301517940,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DERRY,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,5692,ROCKINGHAM,33015,DERRY,3301517940,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 1,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1672,STRAFFORD,33017,DOVER,3301718820,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 1,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,0,STRAFFORD,33017,DOVER,3301718820,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 1,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,512,STRAFFORD,33017,DOVER,3301718820,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 2,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1712,STRAFFORD,33017,DOVER,3301718820,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 2,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,42,STRAFFORD,33017,DOVER,3301718820,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 2,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,624,STRAFFORD,33017,DOVER,3301718820,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 3,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1793,STRAFFORD,33017,DOVER,3301718820,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 3,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,31,STRAFFORD,33017,DOVER,3301718820,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 3,US HOUSE,,OTHER,TOTAL,1,STRAFFORD,33017,DOVER,3301718820,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 3,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1170,STRAFFORD,33017,DOVER,3301718820,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 4,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1598,STRAFFORD,33017,DOVER,3301718820,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 4,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,34,STRAFFORD,33017,DOVER,3301718820,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 4,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,920,STRAFFORD,33017,DOVER,3301718820,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 5,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1233,STRAFFORD,33017,DOVER,3301718820,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 5,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,31,STRAFFORD,33017,DOVER,3301718820,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 5,US HOUSE,,OTHER,TOTAL,3,STRAFFORD,33017,DOVER,3301718820,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 5,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,732,STRAFFORD,33017,DOVER,3301718820,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 6,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1160,STRAFFORD,33017,DOVER,3301718820,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 6,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,27,STRAFFORD,33017,DOVER,3301718820,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 6,US HOUSE,,OTHER,TOTAL,2,STRAFFORD,33017,DOVER,3301718820,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
DOVER WARD 6,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,782,STRAFFORD,33017,DOVER,3301718820,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DURHAM,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,5153,STRAFFORD,33017,DURHAM,3301719700,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DURHAM,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,111,STRAFFORD,33017,DURHAM,3301719700,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
DURHAM,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1308,STRAFFORD,33017,DURHAM,3301719700,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EAST KINGSTON,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,579,ROCKINGHAM,33015,EAST KINGSTON,3301521380,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EAST KINGSTON,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,20,ROCKINGHAM,33015,EAST KINGSTON,3301521380,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EAST KINGSTON,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,701,ROCKINGHAM,33015,EAST KINGSTON,3301521380,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EATON,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,150,CARROLL,33003,EATON,3300323380,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EATON,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,2,CARROLL,33003,EATON,3300323380,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EATON,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,102,CARROLL,33003,EATON,3300323380,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EFFINGHAM,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,284,CARROLL,33003,EFFINGHAM,3300323620,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EFFINGHAM,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,8,CARROLL,33003,EFFINGHAM,3300323620,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EFFINGHAM,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,327,CARROLL,33003,EFFINGHAM,3300323620,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EPPING,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,1519,ROCKINGHAM,33015,EPPING,3301524660,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EPPING,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,48,ROCKINGHAM,33015,EPPING,3301524660,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EPPING,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1560,ROCKINGHAM,33015,EPPING,3301524660,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EXETER,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,5102,ROCKINGHAM,33015,EXETER,3301525380,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EXETER,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,82,ROCKINGHAM,33015,EXETER,3301525380,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
EXETER,US HOUSE,,OTHER,TOTAL,3,ROCKINGHAM,33015,EXETER,3301525380,WRITEIN,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,TRUE,NH,33,12,4,11/6/2018,FALSE
EXETER,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,2604,ROCKINGHAM,33015,EXETER,3301525380,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
FARMINGTON,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,965,STRAFFORD,33017,FARMINGTON,3301726020,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
FARMINGTON,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,49,STRAFFORD,33017,FARMINGTON,3301726020,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
FARMINGTON,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,1223,STRAFFORD,33017,FARMINGTON,3301726020,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
FREEDOM,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,413,CARROLL,33003,FREEDOM,3300327700,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
FREEDOM,US HOUSE,LIBERTARIAN,LIBERTARIAN,TOTAL,10,CARROLL,33003,FREEDOM,3300327700,DAN BELFORTI,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
FREEDOM,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,375,CARROLL,33003,FREEDOM,3300327700,EDDIE EDWARDS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
FREMONT,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,856,ROCKINGHAM,33015,FREMONT,3301527940,CHRIS PAPPAS,1,1,HOUSE,2018,GEN,NEW HAMPSHIRE,FALSE,FALSE,NH,33,12,4,11/6/2018,FALSE
